item_desc,category_desc,sub_category_desc,item_number
pครีมบิวสตาซิก้าแคร์ (ซอง) 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1193
pเอสเซนส์บิวสตา3เอ็กซ์มัชรูมอินเทนซีฟฯ (ซอง) 20 มล,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1194
pเซรั่มเคลียร์เฟสเซร่าซี (ด) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1195
pเซรั่มเคลียร์เฟสเซร่าซี (พ6) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1196
pเซรั่มเคลียร์เฟสแอคเน่เปปไทด์ (ด) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1197
pเซรั่มเคลียร์เฟสแอคเน่เปปไทด์ (พ6) 8 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1198
pเซรั่มโรจูคิสวิตซีไวท์พอร์เลส (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1199
pเซรั่มโรจูคิสวิตซีไวท์พอร์เลส (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1200
pเซรั่มโรจูคิสแอคเน่พอร์เลส (ด) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1201
pเซรั่มโรจูคิสแอคเน่พอร์เลส (พ6) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1202
pเซรั่มโรจูคิสวิตบี3สปอตแอนด์เมลาสม่า (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1203
pเซรั่มโรจูคิสวิตบี3สปอตแอนด์เมลาสม่า (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1204
ครีมโรจูคิสเฟซอายเนค (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1205
ครีมโรจูคิสเฟซอายเนค (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1206
เซรั่มมิซึมิไฮยาแอคเน่รีแพร์ (ซอง) 6 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อความชุ่มชื่น,1207
ครีมโอเลย์ลูมินัสไลท์เพอร์เฟคติ้งเดย์ (ซอง) 7 ก.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1208
เซรั่มนีเวียเอ็กซ์ตร้าไบรท์ซี&ไฮยา (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1209
เซรั่มนีเวียเอ็กซ์ตร้าไบรท์ซี&ไฮยา (พ6) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1210
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์ซี&ไฮยา (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1211
เซรั่มนีเวียเมนเอ็กซ์ตร้าไบรท์ซี&ไฮยา (พ6) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1212
เซรั่มกันแดดมิซึมิยูวีแอคเน่แมท (ซอง) 6 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1213
Wเซรั่มนิสิตวิบวับหิมาลายัน 15 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1214
ซูเปอร์เซรั่มเจลการ์นิเย่เมนแอคโนไฟท์ (ด) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1215
ซูเปอร์เซรั่มเจลการ์นิเย่เมนแอคโนไฟท์ (พ6) 7 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,สำหรับผู้ชาย,1216
เซรั่มครีมการ์นิเย่แอนตี้แอคเน่ฯ (ด) 7.5 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1217
เซรั่มครีมการ์นิเย่แอนตี้แอคเน่ฯ (พ6) 7.5 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดความมันและป้องกันสิว,1218
เซรั่มโรจูคิสวิตซี 17% แอนตี้ออกซิแดนท์ (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1219
เซรั่มโรจูคิสวิตซี 17% แอนตี้ออกซิแดนท์ (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1220
pเซรั่มกันแดดโรจูคิสเฟสอายเนคยูวีซันSPF50 (ด) 7 ก.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1221
pเซรั่มกันแดดโรจูคิสเฟสอายเนคยูวีซันSPF50 (พ6) 7 ก,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1222
ซอฟท์ครีมกันแดดเค.เอ.ยูวีไวท์เทนนิ่งSPF50 (ด) 7 ก.,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1223
ซอฟท์ครีมกันแดดเค.เอ.ยูวีไวท์เทนนิ่งSPF50 (พ6) 7 ก,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1224
แอมพลูเซรั่มพอนด์สเอจมิราเคิลไฮยาวิตซี 1.2 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1225
สเปรย์กันแดดเค.เอ.ยูวีเอ็กซ์ตรีมโพรเทคSPF50 100 มล,ผลิตภัณฑ์บำรุงผิวหน้า,ป้องกันแสงแดด,1226
เซรั่มลอรีอัลรีไวทัลลิฟท์ไฮยาลูรอนิคฯ (พ6) 6 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1227
ครีมโอเลย์ลูมินัสโรสคอมเพล็กซ์ (ซอง) 7 กรัม,ผลิตภัณฑ์บำรุงผิวหน้า,เพื่อผิวขาว,1228
เซรั่มโรจูคิสเฟซอายเนค (ด) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1229
เซรั่มโรจูคิสเฟซอายเนค (พ6) 8 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,ลดริ้วรอย,1230
pมาส์กโรจูคิสวิตซีแอนตี้ออกซิแดนท์ 10X (ด) 18 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1231
pมาส์กโรจูคิสวิตซีแอนตี้ออกซิแดนท์ 10X (พ6) 18 มล.,ผลิตภัณฑ์บำรุงผิวหน้า,มาส์กหน้า,1232
